id,full_name,team_id,team_abbreviation,age,gp,min,pts,reb,ast,PERSON_ID,FIRST_NAME,LAST_NAME,DISPLAY_FIRST_LAST,DISPLAY_LAST_COMMA_FIRST,DISPLAY_FI_LAST,PLAYER_SLUG,BIRTHDATE,SCHOOL,COUNTRY,LAST_AFFILIATION,HEIGHT,WEIGHT,SEASON_EXP,JERSEY,POSITION,ROSTERSTATUS,GAMES_PLAYED_CURRENT_SEASON_FLAG,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CODE,TEAM_CITY,PLAYERCODE,FROM_YEAR,TO_YEAR,DLEAGUE_FLAG,NBA_FLAG,GAMES_PLAYED_FLAG,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER,GREATEST_75_FLAG,headline_stats
1630172,Patrick Williams,1610612741,CHI,22.0,43,1174.085,429,166,66,1630172,Patrick,Williams,Patrick Williams,"Williams, Patrick",P. Williams,patrick-williams,2001-08-26T00:00:00,Florida State,USA,Florida State/USA,6-7,215,4,44,Forward,Active,Y,1610612741,Bulls,CHI,bulls,Chicago,patrick_williams,2020,2024,N,Y,Y,2020,1,4,N,"{'PLAYER_ID': 1630172, 'PLAYER_NAME': 'Patrick Williams', 'TimeFrame': '2024-25', 'PTS': 9.0, 'AST': 2.0, 'REB': 3.9, 'PIE': 0.06}"
201988,Patty Mills,1610612748,MIA,35.0,32,415.315,127,35,34,201988,Patty,Mills,Patty Mills,"Mills, Patty",P. Mills,patty-mills,1988-08-11T00:00:00,St. Mary's,Australia,St. Mary's/Australia,6-2,180,15,88,Guard,Active,Y,1610612746,Clippers,LAC,clippers,LA,patty_mills,2009,2024,Y,Y,Y,2009,2,55,N,"{'PLAYER_ID': 201988, 'PLAYER_NAME': 'Patty Mills', 'TimeFrame': '2024-25', 'PTS': 3.6, 'AST': 1.0, 'REB': 0.8, 'PIE': 0.047}"
202331,Paul George,1610612746,LAC,34.0,74,2501.766666666667,1671,388,262,202331,Paul,George,Paul George,"George, Paul",P. George,paul-george,1990-05-02T00:00:00,Fresno State,USA,Fresno State/USA,6-8,220,14,8,Forward,Active,Y,1610612755,76ers,PHI,sixers,Philadelphia,paul_george,2010,2024,N,Y,Y,2010,1,10,N,"{'PLAYER_ID': 202331, 'PLAYER_NAME': 'Paul George', 'TimeFrame': '2024-25', 'PTS': 16.2, 'AST': 4.3, 'REB': 5.3, 'PIE': 0.106}"
1630194,Paul Reed,1610612755,PHI,25.0,82,1589.5016666666668,600,488,109,1630194,Paul,Reed,Paul Reed,"Reed, Paul",P. Reed,paul-reed,1999-06-14T00:00:00,DePaul,USA,DePaul/USA,6-9,210,4,7,Forward,Active,Y,1610612765,Pistons,DET,pistons,Detroit,paul_reed,2020,2024,Y,Y,Y,2020,2,58,N,"{'PLAYER_ID': 1630194, 'PLAYER_NAME': 'Paul Reed', 'TimeFrame': '2024-25', 'PTS': 4.1, 'AST': 0.9, 'REB': 2.6, 'PIE': 0.129}"
1630202,Payton Pritchard,1610612738,BOS,26.0,82,1825.7333333333333,787,265,281,1630202,Payton,Pritchard,Payton Pritchard,"Pritchard, Payton",P. Pritchard,payton-pritchard,1998-01-28T00:00:00,Oregon,USA,Oregon/USA,6-1,195,4,11,Guard,Active,Y,1610612738,Celtics,BOS,celtics,Boston,payton_pritchard,2020,2024,N,Y,Y,2020,1,26,N,"{'PLAYER_ID': 1630202, 'PLAYER_NAME': 'Payton Pritchard', 'TimeFrame': '2024-25', 'PTS': 14.1, 'AST': 3.4, 'REB': 3.7, 'PIE': 0.114}"
1631250,Pete Nance,1610612739,CLE,24.0,8,27.35,3,3,0,1631250,Pete,Nance,Pete Nance,"Nance, Pete",P. Nance,pete-nance,2000-02-19T00:00:00,North Carolina,USA,North Carolina/USA,6-10,225,1,35,Forward,Active,Y,1610612749,Bucks,MIL,bucks,Milwaukee,pete_nance,2023,2024,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,"{'PLAYER_ID': 1631250, 'PLAYER_NAME': 'Pete Nance', 'TimeFrame': '2024-25', 'PTS': 1.9, 'AST': 0.4, 'REB': 1.3, 'PIE': 0.028}"
1631212,Peyton Watson,1610612743,DEN,21.0,80,1487.8366666666666,532,258,86,1631212,Peyton,Watson,Peyton Watson,"Watson, Peyton",P. Watson,peyton-watson,2002-09-11T00:00:00,UCLA,USA,UCLA/USA,6-7,200,2,8,Guard,Active,Y,1610612743,Nuggets,DEN,nuggets,Denver,peyton_watson,2022,2024,Y,Y,Y,2022,1,30,N,"{'PLAYER_ID': 1631212, 'PLAYER_NAME': 'Peyton Watson', 'TimeFrame': '2024-25', 'PTS': 7.7, 'AST': 1.5, 'REB': 3.2, 'PIE': 0.067}"
1630173,Precious Achiuwa,1610612752,NYK,24.0,74,1623.7533333333333,565,487,97,1630173,Precious,Achiuwa,Precious Achiuwa,"Achiuwa, Precious",P. Achiuwa,precious-achiuwa,1999-09-19T00:00:00,Memphis,Nigeria,Memphis/Nigeria,6-8,243,4,5,Forward,Active,Y,1610612752,Knicks,NYK,knicks,New York,precious_achiuwa,2020,2024,N,Y,Y,2020,1,20,N,"{'PLAYER_ID': 1630173, 'PLAYER_NAME': 'Precious Achiuwa', 'TimeFrame': '2024-25', 'PTS': 6.5, 'AST': 1.0, 'REB': 5.8, 'PIE': 0.091}"
1629656,Quentin Grimes,1610612765,DET,24.0,51,1024.9433333333334,359,100,66,1629656,Quentin,Grimes,Quentin Grimes,"Grimes, Quentin",Q. Grimes,quentin-grimes,2000-05-08T00:00:00,Houston,USA,Houston/USA,6-4,210,3,5,Guard,Active,Y,1610612755,76ers,PHI,sixers,Philadelphia,quentin_grimes,2021,2024,N,Y,Y,2021,1,25,N,"{'PLAYER_ID': 1629656, 'PLAYER_NAME': 'Quentin Grimes', 'TimeFrame': '2024-25', 'PTS': 12.7, 'AST': 2.6, 'REB': 4.1, 'PIE': 0.102}"
1631245,Quenton Jackson,1610612754,IND,25.0,3,10.533333333333333,2,4,2,1631245,Quenton,Jackson,Quenton Jackson,"Jackson, Quenton",Q. Jackson,quenton-jackson,1998-09-15T00:00:00,Texas A&M,USA,Texas A&M/USA,6-5,173,2,29,Guard,Active,Y,1610612754,Pacers,IND,pacers,Indiana,quenton_jackson,2022,2024,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,"{'PLAYER_ID': 1631245, 'PLAYER_NAME': 'Quenton Jackson', 'TimeFrame': '2024-25', 'PTS': 5.2, 'AST': 1.9, 'REB': 1.5, 'PIE': 0.071}"
1630181,R.J. Hampton,1610612748,MIA,23.0,8,76.02166666666666,10,6,8,1630181,R.J.,Hampton,R.J. Hampton,"Hampton, R.J.",R. Hampton,rj-hampton,2001-02-07T00:00:00,Capital City Go-Go,USA,New Zealand Breakers/USA,6-4,175,4,,Guard,Inactive,N,0,,,,,rj_hampton,2020,2023,Y,Y,Y,2020,1,24,N,"{'PLAYER_ID': 1630181, 'PLAYER_NAME': 'R.J. Hampton', 'TimeFrame': 'career', 'PTS': 6.8, 'AST': 1.8, 'REB': 2.7, 'ALL_STAR_APPEARANCES': 0}"
1629628,RJ Barrett,1610612761,TOR,24.0,58,1838.1333333333334,1170,315,193,1629628,RJ,Barrett,RJ Barrett,"Barrett, RJ",R. Barrett,rj-barrett,2000-06-14T00:00:00,Duke,Canada,Duke/Canada,6-6,214,5,9,Forward-Guard,Active,Y,1610612761,Raptors,TOR,raptors,Toronto,rj_barrett,2019,2024,N,Y,Y,2019,1,3,N,"{'PLAYER_ID': 1629628, 'PLAYER_NAME': 'RJ Barrett', 'TimeFrame': '2024-25', 'PTS': 21.5, 'AST': 5.7, 'REB': 6.5, 'PIE': 0.123}"
1630564,RaiQuan Gray,1610612759,SAS,24.0,3,39.03333333333333,23,7,6,1630564,RaiQuan,Gray,RaiQuan Gray,"Gray, RaiQuan",R. Gray,raiquan-gray,1999-07-07T00:00:00,Florida State,USA,Florida State/USA,6-7,269,3,0,Forward,Inactive,N,1610612759,Spurs,SAS,spurs,San Antonio,raiquan_gray,2022,2023,Y,Y,Y,2021,2,59,N,"{'PLAYER_ID': 1630564, 'PLAYER_NAME': 'RaiQuan Gray', 'TimeFrame': 'career', 'PTS': 9.8, 'AST': 3.3, 'REB': 4.0, 'ALL_STAR_APPEARANCES': 0}"
1641712,Rayan Rupert,1610612757,POR,20.0,39,633.225,155,92,62,1641712,Rayan,Rupert,Rayan Rupert,"Rupert, Rayan",R. Rupert,rayan-rupert,2004-05-31T00:00:00,New Zealand Breakers,France,New Zealand Breakers/France,6-6,195,1,21,Guard-Forward,Active,Y,1610612757,Trail Blazers,POR,blazers,Portland,rayan_rupert,2023,2024,Y,Y,Y,2023,2,43,N,"{'PLAYER_ID': 1641712, 'PLAYER_NAME': 'Rayan Rupert', 'TimeFrame': '2024-25', 'PTS': 2.2, 'AST': 0.4, 'REB': 1.1, 'PIE': 0.044}"
203493,Reggie Bullock Jr.,1610612745,HOU,33.0,44,417.47333333333336,96,73,15,203493,Reggie,Bullock Jr.,Reggie Bullock Jr.,"Bullock Jr., Reggie",R. Bullock Jr.,reggie-bullock-jr,1991-03-16T00:00:00,North Carolina,USA,North Carolina/USA,6-6,205,12,25,Guard-Forward,Inactive,N,1610612745,Rockets,HOU,rockets,Houston,reggie_bullock,2013,2023,Y,Y,Y,2013,1,25,N,"{'PLAYER_ID': 203493, 'PLAYER_NAME': 'Reggie Bullock Jr.', 'TimeFrame': 'career', 'PTS': 7.3, 'AST': 1.2, 'REB': 2.6, 'ALL_STAR_APPEARANCES': 0}"
202704,Reggie Jackson,1610612743,DEN,34.0,82,1816.82,833,155,308,202704,Reggie,Jackson,Reggie Jackson,"Jackson, Reggie",R. Jackson,reggie-jackson,1990-04-16T00:00:00,Boston College,USA,Boston College/USA,6-2,208,13,,Guard,Inactive,Y,0,,,,,reggie_jackson,2011,2024,Y,Y,Y,2011,1,24,N,"{'PLAYER_ID': 202704, 'PLAYER_NAME': 'Reggie Jackson', 'TimeFrame': '2024-25', 'PTS': 4.4, 'AST': 1.5, 'REB': 1.4, 'PIE': 0.067}"
1626158,Richaun Holmes,1610612764,WAS,30.0,40,554.11,199,182,25,1626158,Richaun,Holmes,Richaun Holmes,"Holmes, Richaun",R. Holmes,richaun-holmes,1993-10-15T00:00:00,Bowling Green,USA,Bowling Green/USA,6-9,235,9,22,Forward,Active,Y,1610612764,Wizards,WAS,wizards,Washington,richaun_holmes,2015,2024,Y,Y,Y,2015,2,37,N,"{'PLAYER_ID': 1626158, 'PLAYER_NAME': 'Richaun Holmes', 'TimeFrame': '2024-25', 'PTS': 7.7, 'AST': 1.4, 'REB': 5.9, 'PIE': 0.135}"
1641741,Ricky Council IV,1610612755,PHI,22.0,32,288.64,173,46,16,1641741,Ricky,Council IV,Ricky Council IV,"Council IV, Ricky",R. Council IV,ricky-council-iv,2001-08-03T00:00:00,Arkansas,USA,Arkansas/USA,6-6,207,1,14,Guard,Active,Y,1610612755,76ers,PHI,sixers,Philadelphia,ricky_council_iv,2023,2024,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,"{'PLAYER_ID': 1641741, 'PLAYER_NAME': 'Ricky Council IV', 'TimeFrame': '2024-25', 'PTS': 6.6, 'AST': 1.2, 'REB': 2.4, 'PIE': 0.084}"
203496,Robert Covington,1610612755,PHI,33.0,29,488.415,127,97,24,203496,Robert,Covington,Robert Covington,"Covington, Robert",R. Covington,robert-covington,1990-12-14T00:00:00,Tennessee State,USA,Tennessee State/USA,6-7,209,12,33,Forward,Inactive,N,1610612755,76ers,PHI,sixers,Philadelphia,robert_covington,2013,2023,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,"{'PLAYER_ID': 203496, 'PLAYER_NAME': 'Robert Covington', 'TimeFrame': 'career', 'PTS': 10.8, 'AST': 1.4, 'REB': 5.5, 'ALL_STAR_APPEARANCES': 0}"
1629057,Robert Williams III,1610612757,POR,26.0,6,118.75,41,38,5,1629057,Robert,Williams III,Robert Williams III,"Williams III, Robert",R. Williams III,robert-williams-iii,1997-10-17T00:00:00,Texas A&M,USA,Texas A&M/USA,6-9,249,6,35,Center-Forward,Active,Y,1610612757,Trail Blazers,POR,blazers,Portland,robert_williams,2018,2024,Y,Y,Y,2018,1,27,N,"{'PLAYER_ID': 1629057, 'PLAYER_NAME': 'Robert Williams III', 'TimeFrame': '2024-25', 'PTS': 5.8, 'AST': 1.1, 'REB': 5.9, 'PIE': 0.137}"
201577,Robin Lopez,1610612749,MIL,36.0,16,64.73,18,5,4,201577,Robin,Lopez,Robin Lopez,"Lopez, Robin",R. Lopez,robin-lopez,1988-04-01T00:00:00,Stanford,USA,Stanford/USA,7-1,281,16,,Center,Inactive,N,0,,,,,robin_lopez,2008,2023,N,Y,Y,2008,1,15,N,"{'PLAYER_ID': 201577, 'PLAYER_NAME': 'Robin Lopez', 'TimeFrame': 'career', 'PTS': 8.4, 'AST': 0.8, 'REB': 4.7, 'ALL_STAR_APPEARANCES': 0}"
1631199,Ron Harper Jr.,1610612761,TOR,24.0,1,3.65,0,0,1,1631199,Ron,Harper Jr.,Ron Harper Jr.,"Harper Jr., Ron",R. Harper Jr.,ron-harper-jr,2000-04-12T00:00:00,Rutgers,USA,Rutgers/USA,6-4,233,2,13,Guard-Forward,Active,Y,1610612765,Pistons,DET,pistons,Detroit,ron_harper_jr,2022,2024,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,"{'PLAYER_ID': 1631199, 'PLAYER_NAME': 'Ron Harper Jr.', 'TimeFrame': '2023-24', 'PTS': 0.0, 'AST': 1.0, 'REB': 0.0, 'PIE': -0.045}"
1626220,Royce O'Neale,1610612756,PHX,31.0,79,1954.2416666666666,608,377,219,1626220,Royce,O'Neale,Royce O'Neale,"O'Neale, Royce",R. O'Neale,royce-oneale,1993-06-05T00:00:00,Baylor,USA,Baylor/USA,6-6,226,7,00,Forward,Active,Y,1610612756,Suns,PHX,suns,Phoenix,royce_o'neale,2017,2024,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,"{'PLAYER_ID': 1626220, 'PLAYER_NAME': ""Royce O'Neale"", 'TimeFrame': '2024-25', 'PTS': 9.4, 'AST': 2.2, 'REB': 4.8, 'PIE': 0.088}"
203497,Rudy Gobert,1610612750,MIN,32.0,76,2593.1133333333332,1061,982,102,203497,Rudy,Gobert,Rudy Gobert,"Gobert, Rudy",R. Gobert,rudy-gobert,1992-06-26T00:00:00,Cholet,France,Cholet/France,7-1,258,11,27,Center,Active,Y,1610612750,Timberwolves,MIN,timberwolves,Minnesota,rudy_gobert,2013,2024,Y,Y,Y,2013,1,27,N,"{'PLAYER_ID': 203497, 'PLAYER_NAME': 'Rudy Gobert', 'TimeFrame': '2024-25', 'PTS': 11.0, 'AST': 1.8, 'REB': 10.3, 'PIE': 0.118}"
1629060,Rui Hachimura,1610612747,LAL,26.0,68,1825.4933333333333,923,294,81,1629060,Rui,Hachimura,Rui Hachimura,"Hachimura, Rui",R. Hachimura,rui-hachimura,1998-02-08T00:00:00,Gonzaga,Japan,Gonzaga/Japan,6-8,230,5,28,Forward,Active,Y,1610612747,Lakers,LAL,lakers,Los Angeles,rui_hachimura,2019,2024,N,Y,Y,2019,1,9,N,"{'PLAYER_ID': 1629060, 'PLAYER_NAME': 'Rui Hachimura', 'TimeFrame': '2024-25', 'PTS': 13.3, 'AST': 1.5, 'REB': 5.2, 'PIE': 0.087}"
201566,Russell Westbrook,1610612746,LAC,35.0,68,1528.8166666666666,754,343,306,201566,Russell,Westbrook,Russell Westbrook,"Westbrook, Russell",R. Westbrook,russell-westbrook,1988-11-12T00:00:00,UCLA,USA,UCLA/USA,6-4,200,16,4,Guard,Active,Y,1610612743,Nuggets,DEN,nuggets,Denver,russell_westbrook,2008,2024,N,Y,Y,2008,1,4,Y,"{'PLAYER_ID': 201566, 'PLAYER_NAME': 'Russell Westbrook', 'TimeFrame': '2024-25', 'PTS': 13.1, 'AST': 6.1, 'REB': 5.0, 'PIE': 0.095}"
1627853,Ryan Arcidiacono,1610612752,NYK,30.0,20,45.155,0,8,4,1627853,Ryan,Arcidiacono,Ryan Arcidiacono,"Arcidiacono, Ryan",R. Arcidiacono,ryan-arcidiacono,1994-03-26T00:00:00,Villanova,USA,Villanova/USA,6-3,195,7,,Guard,Inactive,N,0,,,,,ryan_arcidiacono,2017,2023,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,"{'PLAYER_ID': 1627853, 'PLAYER_NAME': 'Ryan Arcidiacono', 'TimeFrame': 'career', 'PTS': 4.0, 'AST': 1.9, 'REB': 1.8, 'ALL_STAR_APPEARANCES': 0}"
1631157,Ryan Rollins,1610612749,MIL,21.0,13,77.85,44,13,14,1631157,Ryan,Rollins,Ryan Rollins,"Rollins, Ryan",R. Rollins,ryan-rollins,2002-07-03T00:00:00,Toledo,USA,Toledo/USA,6-3,180,2,13,Guard,Active,Y,1610612749,Bucks,MIL,bucks,Milwaukee,ryan_rollins,2022,2024,Y,Y,Y,2022,2,44,N,"{'PLAYER_ID': 1631157, 'PLAYER_NAME': 'Ryan Rollins', 'TimeFrame': '2024-25', 'PTS': 4.9, 'AST': 1.2, 'REB': 1.6, 'PIE': 0.08}"
1630240,Saben Lee,1610612756,PHX,25.0,24,184.97166666666666,71,31,30,1630240,Saben,Lee,Saben Lee,"Lee, Saben",S. Lee,saben-lee,1999-06-23T00:00:00,Vanderbilt,USA,Vanderbilt/USA,6-2,183,5,38,Guard,Inactive,N,1610612756,Suns,PHX,suns,Phoenix,saban_lee,2020,2023,Y,Y,Y,2020,2,38,N,"{'PLAYER_ID': 1630240, 'PLAYER_NAME': 'Saben Lee', 'TimeFrame': 'career', 'PTS': 5.2, 'AST': 2.8, 'REB': 1.9, 'ALL_STAR_APPEARANCES': 0}"
1630180,Saddiq Bey,1610612737,ATL,25.0,63,2061.6583333333333,863,411,92,1630180,Saddiq,Bey,Saddiq Bey,"Bey, Saddiq",S. Bey,saddiq-bey,1999-04-09T00:00:00,Villanova,USA,Villanova/USA,6-7,215,4,14,Guard-Forward,Active,N,1610612764,Wizards,WAS,wizards,Washington,saddiq_bey,2020,2024,N,Y,Y,2020,1,19,N,"{'PLAYER_ID': 1630180, 'PLAYER_NAME': 'Saddiq Bey', 'TimeFrame': '2023-24', 'PTS': 13.7, 'AST': 1.5, 'REB': 6.5, 'PIE': 0.079}"
1630573,Sam Hauser,1610612738,BOS,26.0,79,1740.585,712,276,82,1630573,Sam,Hauser,Sam Hauser,"Hauser, Sam",S. Hauser,sam-hauser,1997-12-08T00:00:00,Virginia,USA,Virginia/USA,6-7,217,3,30,Forward,Active,Y,1610612738,Celtics,BOS,celtics,Boston,sam_hauser,2021,2024,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,"{'PLAYER_ID': 1630573, 'PLAYER_NAME': 'Sam Hauser', 'TimeFrame': '2024-25', 'PTS': 7.7, 'AST': 0.9, 'REB': 3.1, 'PIE': 0.079}"
1630241,Sam Merrill,1610612739,CLE,28.0,61,1068.9183333333333,485,120,108,1630241,Sam,Merrill,Sam Merrill,"Merrill, Sam",S. Merrill,sam-merrill,1996-05-15T00:00:00,Utah State,USA,Utah State/USA,6-4,205,4,5,Guard,Active,Y,1610612739,Cavaliers,CLE,cavaliers,Cleveland,sam_merrill,2020,2024,Y,Y,Y,2020,2,60,N,"{'PLAYER_ID': 1630241, 'PLAYER_NAME': 'Sam Merrill', 'TimeFrame': '2024-25', 'PTS': 7.2, 'AST': 1.4, 'REB': 2.0, 'PIE': 0.068}"
1630572,Sandro Mamukelashvili,1610612759,SAS,25.0,46,450.9583333333333,190,147,49,1630572,Sandro,Mamukelashvili,Sandro Mamukelashvili,"Mamukelashvili, Sandro",S. Mamukelashvili,sandro-mamukelashvili,1999-05-23T00:00:00,Seton Hall,Georgia,Seton Hall/Georgia,6-9,240,3,54,Forward-Center,Active,Y,1610612759,Spurs,SAS,spurs,San Antonio,sandro_mamukelashvili,2021,2024,Y,Y,Y,2021,2,54,N,"{'PLAYER_ID': 1630572, 'PLAYER_NAME': 'Sandro Mamukelashvili', 'TimeFrame': '2024-25', 'PTS': 4.9, 'AST': 0.6, 'REB': 2.4, 'PIE': 0.128}"
1630583,Santi Aldama,1610612763,MEM,23.0,61,1618.0566666666666,654,352,138,1630583,Santi,Aldama,Santi Aldama,"Aldama, Santi",S. Aldama,santi-aldama,2001-01-10T00:00:00,Loyola-Maryland,Spain,Loyola-Maryland/Spain,7-0,215,3,7,Forward-Center,Active,Y,1610612763,Grizzlies,MEM,grizzlies,Memphis,santi_aldama,2021,2024,Y,Y,Y,2021,1,30,N,"{'PLAYER_ID': 1630583, 'PLAYER_NAME': 'Santi Aldama', 'TimeFrame': '2024-25', 'PTS': 12.7, 'AST': 2.8, 'REB': 6.7, 'PIE': 0.13}"
1628426,Sasha Vezenkov,1610612758,SAC,28.0,42,511.0733333333333,225,96,19,1628426,Sasha,Vezenkov,Sasha Vezenkov,"Vezenkov, Sasha",A. Vezenkov,sasha-vezenkov,1995-08-06T00:00:00,"Barcelona, Spain",Bulgaria,"Barcelona, Spain/Bulgaria",6-8,225,2,7,Forward,Inactive,N,1610612758,Kings,SAC,kings,Sacramento,sasha_vezenkov,2023,2023,N,Y,Y,2017,2,57,N,"{'PLAYER_ID': 1628426, 'PLAYER_NAME': 'Sasha Vezenkov', 'TimeFrame': 'career', 'PTS': 5.4, 'AST': 0.5, 'REB': 2.3, 'ALL_STAR_APPEARANCES': 0}"
1630703,Scoot Henderson,1610612757,POR,20.0,62,1765.3933333333334,868,194,336,1630703,Scoot,Henderson,Scoot Henderson,"Henderson, Scoot",S. Henderson,scoot-henderson,2004-02-03T00:00:00,NBA G League Ignite,USA,NBA G League Ignite/USA,6-3,206,1,00,Guard,Active,Y,1610612757,Trail Blazers,POR,blazers,Portland,scoot_henderson,2021,2024,Y,Y,Y,2023,1,3,N,"{'PLAYER_ID': 1630703, 'PLAYER_NAME': 'Scoot Henderson', 'TimeFrame': '2024-25', 'PTS': 12.9, 'AST': 5.1, 'REB': 3.0, 'PIE': 0.088}"
1630567,Scottie Barnes,1610612761,TOR,22.0,60,2094.2483333333334,1191,494,363,1630567,Scottie,Barnes,Scottie Barnes,"Barnes, Scottie",S. Barnes,scottie-barnes,2001-08-01T00:00:00,Florida State,USA,Florida State/USA,6-7,237,3,4,Forward-Guard,Active,Y,1610612761,Raptors,TOR,raptors,Toronto,scottie_barnes,2021,2024,N,Y,Y,2021,1,4,N,"{'PLAYER_ID': 1630567, 'PLAYER_NAME': 'Scottie Barnes', 'TimeFrame': '2024-25', 'PTS': 19.6, 'AST': 5.9, 'REB': 7.9, 'PIE': 0.14}"
1630590,Scotty Pippen Jr.,1610612763,MEM,23.0,21,526.8283333333334,271,67,98,1630590,Scotty,Pippen Jr.,Scotty Pippen Jr.,"Pippen Jr., Scotty",S. Pippen Jr.,scotty-pippen-jr,2000-11-10T00:00:00,Vanderbilt,USA,Vanderbilt/USA,6-1,170,2,1,Guard,Active,Y,1610612763,Grizzlies,MEM,grizzlies,Memphis,scotty_pippen_jr,2022,2024,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,"{'PLAYER_ID': 1630590, 'PLAYER_NAME': 'Scotty Pippen Jr.', 'TimeFrame': '2024-25', 'PTS': 9.1, 'AST': 4.3, 'REB': 3.2, 'PIE': 0.105}"
203552,Seth Curry,1610612766,CHA,33.0,44,615.4133333333333,226,68,44,203552,Seth,Curry,Seth Curry,"Curry, Seth",S. Curry,seth-curry,1990-08-23T00:00:00,Duke,USA,Duke/USA,6-1,185,10,30,Guard,Active,Y,1610612766,Hornets,CHA,hornets,Charlotte,seth_curry,2013,2024,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,"{'PLAYER_ID': 203552, 'PLAYER_NAME': 'Seth Curry', 'TimeFrame': '2024-25', 'PTS': 5.8, 'AST': 0.7, 'REB': 1.6, 'PIE': 0.079}"
1641754,Seth Lundy,1610612737,ATL,24.0,9,51.983333333333334,14,7,0,1641754,Seth,Lundy,Seth Lundy,"Lundy, Seth",S. Lundy,seth-lundy,2000-04-02T00:00:00,Penn State,USA,Penn State/USA,6-4,220,1,5,Guard-Forward,Active,Y,1610612746,Clippers,LAC,clippers,LA,seth_lundy,2023,2024,Y,Y,Y,2023,2,46,N,"{'PLAYER_ID': 1641754, 'PLAYER_NAME': 'Seth Lundy', 'TimeFrame': '2023-24', 'PTS': 1.6, 'AST': 0.0, 'REB': 0.8, 'PIE': -0.002}"
1631101,Shaedon Sharpe,1610612757,POR,21.0,32,1059.0183333333334,510,160,94,1631101,Shaedon,Sharpe,Shaedon Sharpe,"Sharpe, Shaedon",S. Sharpe,shaedon-sharpe,2003-05-30T00:00:00,Kentucky,Canada,Kentucky/Canada,6-5,208,2,17,Guard,Active,Y,1610612757,Trail Blazers,POR,blazers,Portland,shaedon_sharpe,2022,2024,N,Y,Y,2022,1,7,N,"{'PLAYER_ID': 1631101, 'PLAYER_NAME': 'Shaedon Sharpe', 'TimeFrame': '2024-25', 'PTS': 17.5, 'AST': 2.6, 'REB': 4.1, 'PIE': 0.096}"
1628983,Shai Gilgeous-Alexander,1610612760,OKC,25.0,75,2552.6866666666665,2254,415,465,1628983,Shai,Gilgeous-Alexander,Shai Gilgeous-Alexander,"Gilgeous-Alexander, Shai",S. Gilgeous-Alexander,shai-gilgeous-alexander,1998-07-12T00:00:00,Kentucky,Canada,Kentucky/Canada,6-6,195,6,2,Guard,Active,Y,1610612760,Thunder,OKC,thunder,Oklahoma City,shai_gilgeous-alexander,2018,2024,N,Y,Y,2018,1,11,N,"{'PLAYER_ID': 1628983, 'PLAYER_NAME': 'Shai Gilgeous-Alexander', 'TimeFrame': '2024-25', 'PTS': 33.0, 'AST': 6.2, 'REB': 5.0, 'PIE': 0.202}"
1629003,Shake Milton,1610612752,NYK,27.0,48,581.16,216,75,60,1629003,Shake,Milton,Shake Milton,"Milton, Shake",S. Milton,shake-milton,1996-09-26T00:00:00,Southern Methodist,USA,Southern Methodist/USA,6-5,205,6,20,Guard,Active,Y,1610612747,Lakers,LAL,lakers,Los Angeles,shake_milton,2018,2024,Y,Y,Y,2018,2,54,N,"{'PLAYER_ID': 1629003, 'PLAYER_NAME': 'Shake Milton', 'TimeFrame': '2024-25', 'PTS': 5.9, 'AST': 1.9, 'REB': 1.9, 'PIE': 0.087}"
1627885,Shaquille Harrison,1610612763,MEM,30.0,3,5.966666666666667,2,2,0,1627885,Shaquille,Harrison,Shaquille Harrison,"Harrison, Shaquille",S. Harrison,shaquille-harrison,1993-10-06T00:00:00,Tulsa,USA,Tulsa/USA,6-4,195,7,,Guard,Inactive,N,0,,,,,shaquille_harrison,2017,2023,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,"{'PLAYER_ID': 1627885, 'PLAYER_NAME': 'Shaquille Harrison', 'TimeFrame': 'career', 'PTS': 5.2, 'AST': 1.6, 'REB': 2.4, 'ALL_STAR_APPEARANCES': 0}"
1631321,Sidy Cissoko,1610612759,SAS,20.0,12,140.91833333333332,45,22,10,1631321,Sidy,Cissoko,Sidy Cissoko,"Cissoko, Sidy",S. Cissoko,sidy-cissoko,2004-04-02T00:00:00,NBA G League Ignite,France,NBA G League Ignite/France,6-6,200,1,25,Guard,Active,Y,1610612757,Trail Blazers,POR,blazers,Portland,sidy_cissoko,2022,2024,Y,Y,Y,2023,2,44,N,"{'PLAYER_ID': 1631321, 'PLAYER_NAME': 'Sidy Cissoko', 'TimeFrame': '2024-25', 'PTS': 1.1, 'AST': 0.3, 'REB': 0.6, 'PIE': 0.065}"
